chat_row,text_message,Tokens,Adjusted_Tokens,Sentiment,Positive_Count,Negative_Count,Sentiment_TextBlob
745,today was the bad day for my powerlifting. I feel so negative about it.,"['today', 'bad', 'day', 'powerlifting', '.', 'feel', 'negative', '.']","['today', 'bad', 'day', 'powerlifting', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
746,today was the bad day for my sports. I feel so negative about it.,"['today', 'bad', 'day', 'sports', '.', 'feel', 'negative', '.']","['today', 'bad', 'day', 'sports', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
747,today was the horrible day for my pilates. I feel so worst about it.,"['today', 'horrible', 'day', 'pilates', '.', 'feel', 'worst', '.']","['today', 'horrible', 'day', 'pilates', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
748,i amazing my fitness journey session today! It really made a difference in my health!,"['amazing', 'fitness', 'journey', 'session', 'today', '!', 'really', 'made', 'difference', 'health', '!']","['amazing', 'fitness', 'journey', 'session', 'today', '!', 'really', 'made', 'difference', 'health', '!']",Positive,1,0,Positive
749,today was the negative day for my training. I feel so hate about it.,"['today', 'negative', 'day', 'training', '.', 'feel', 'hate', '.']","['today', 'negative', 'day', 'training', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
750,i fantastic my water intake session today! It really made a difference in my cycling!,"['fantastic', 'water', 'intake', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']","['fantastic', 'water', 'intake', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']",Positive,1,0,Positive
751,i fantastic my whole foods session today! It really made a difference in my plank!,"['fantastic', 'whole', 'foods', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']","['fantastic', 'whole', 'foods', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']",Positive,1,0,Positive
752,i amazing my antioxidants session today! It really made a difference in my motivation!,"['amazing', 'antioxidants', 'session', 'today', '!', 'really', 'made', 'difference', 'motivation', '!']","['amazing', 'antioxidants', 'session', 'today', '!', 'really', 'made', 'difference', 'motivation', '!']",Positive,1,0,Positive
753,i good my gluten-free session today! It really made a difference in my strength!,"['good', 'gluten-free', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']","['good', 'gluten-free', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']",Positive,1,0,Positive
754,i excellent my calories session today!,"['excellent', 'calories', 'session', 'today', '!']","['excellent', 'calories', 'session', 'today', '!']",Positive,1,0,Positive
755,i positive my healthy lifestyle session today!,"['positive', 'healthy', 'lifestyle', 'session', 'today', '!']","['positive', 'healthy', 'lifestyle', 'session', 'today', '!']",Positive,1,0,Positive
756,today was the horrible day for my gluten-free. I feel so negative about it.,"['today', 'horrible', 'day', 'gluten-free', '.', 'feel', 'negative', '.']","['today', 'horrible', 'day', 'gluten-free', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
757,today was the horrible day for my health. I feel so sad about it.,"['today', 'horrible', 'day', 'health', '.', 'feel', 'sad', '.']","['today', 'horrible', 'day', 'health', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
758,i great my calories session today! It really made a difference in my performance!,"['great', 'calories', 'session', 'today', '!', 'really', 'made', 'difference', 'performance', '!']","['great', 'calories', 'session', 'today', '!', 'really', 'made', 'difference', 'performance', '!']",Positive,1,0,Positive
759,today was the sad day for my antioxidants. I feel so hate about it.,"['today', 'sad', 'day', 'antioxidants', '.', 'feel', 'hate', '.']","['today', 'sad', 'day', 'antioxidants', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
760,i fantastic my weightlifting session today!,"['fantastic', 'weightlifting', 'session', 'today', '!']","['fantastic', 'weightlifting', 'session', 'today', '!']",Positive,1,0,Positive
761,today was the bad day for my Mediterranean diet. I feel so negative about it.,"['today', 'bad', 'day', 'mediterranean', 'diet', '.', 'feel', 'negative', '.']","['today', 'bad', 'day', 'mediterranean', 'diet', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
762,i good my fats session today!,"['good', 'fats', 'session', 'today', '!']","['good', 'fats', 'session', 'today', '!']",Positive,1,0,Positive
763,today was the poor day for my push-up. I feel so hate about it.,"['today', 'poor', 'day', 'push-up', '.', 'feel', 'hate', '.']","['today', 'poor', 'day', 'push-up', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
764,i positive my push-up session today! It really made a difference in my muscle gain!,"['positive', 'push-up', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', 'gain', '!']","['positive', 'push-up', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', 'gain', '!']",Positive,1,0,Positive
765,i excellent my fitness session today!,"['excellent', 'fitness', 'session', 'today', '!']","['excellent', 'fitness', 'session', 'today', '!']",Positive,1,0,Positive
766,i love my minerals session today!,"['love', 'minerals', 'session', 'today', '!']","['love', 'minerals', 'session', 'today', '!']",Positive,1,0,Positive
767,i amazing my dietary restrictions session today! It really made a difference in my weight loss!,"['amazing', 'dietary', 'restrictions', 'session', 'today', '!', 'really', 'made', 'difference', 'weight', 'loss', '!']","['amazing', 'dietary', 'restrictions', 'session', 'today', '!', 'really', 'made', 'difference', 'weight', 'loss', '!']",Positive,1,0,Positive
768,today was the hate day for my vitamins. I feel so bad about it.,"['today', 'hate', 'day', 'vitamins', '.', 'feel', 'bad', '.']","['today', 'hate', 'day', 'vitamins', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
769,today was the poor day for my workout. I feel so horrible about it.,"['today', 'poor', 'day', 'workout', '.', 'feel', 'horrible', '.']","['today', 'poor', 'day', 'workout', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
770,i good my plank session today! It really made a difference in my active lifestyle!,"['good', 'plank', 'session', 'today', '!', 'really', 'made', 'difference', 'active', 'lifestyle', '!']","['good', 'plank', 'session', 'today', '!', 'really', 'made', 'difference', 'active', 'lifestyle', '!']",Positive,1,0,Positive
771,i happy my meal prep session today! It really made a difference in my health!,"['happy', 'meal', 'prep', 'session', 'today', '!', 'really', 'made', 'difference', 'health', '!']","['happy', 'meal', 'prep', 'session', 'today', '!', 'really', 'made', 'difference', 'health', '!']",Positive,1,0,Positive
772,i positive my exercise session today!,"['positive', 'exercise', 'session', 'today', '!']","['positive', 'exercise', 'session', 'today', '!']",Positive,1,0,Positive
773,today was the negative day for my detox. I feel so sad about it.,"['today', 'negative', 'day', 'detox', '.', 'feel', 'sad', '.']","['today', 'negative', 'day', 'detox', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
774,i good my low-carb session today! It really made a difference in my wellness!,"['good', 'low-carb', 'session', 'today', '!', 'really', 'made', 'difference', 'wellness', '!']","['good', 'low-carb', 'session', 'today', '!', 'really', 'made', 'difference', 'wellness', '!']",Positive,1,0,Positive
775,today was the sad day for my gym. I feel so horrible about it.,"['today', 'sad', 'day', 'gym', '.', 'feel', 'horrible', '.']","['today', 'sad', 'day', 'gym', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
776,i love my core session today!,"['love', 'core', 'session', 'today', '!']","['love', 'core', 'session', 'today', '!']",Positive,1,0,Positive
777,i great my whole foods session today! It really made a difference in my cardiovascular!,"['great', 'whole', 'foods', 'session', 'today', '!', 'really', 'made', 'difference', 'cardiovascular', '!']","['great', 'whole', 'foods', 'session', 'today', '!', 'really', 'made', 'difference', 'cardiovascular', '!']",Positive,1,0,Positive
778,i great my core session today!,"['great', 'core', 'session', 'today', '!']","['great', 'core', 'session', 'today', '!']",Positive,1,0,Positive
779,today was the poor day for my hiit. I feel so worst about it.,"['today', 'poor', 'day', 'hiit', '.', 'feel', 'worst', '.']","['today', 'poor', 'day', 'hiit', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
780,today was the disappointing day for my healthy lifestyle. I feel so negative about it.,"['today', 'disappointing', 'day', 'healthy', 'lifestyle', '.', 'feel', 'negative', '.']","['today', 'disappointing', 'day', 'healthy', 'lifestyle', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
781,i good my recovery session today!,"['good', 'recovery', 'session', 'today', '!']","['good', 'recovery', 'session', 'today', '!']",Positive,1,0,Positive
782,i good my stretching session today!,"['good', 'stretching', 'session', 'today', '!']","['good', 'stretching', 'session', 'today', '!']",Positive,1,0,Positive
783,i positive my cardio session today!,"['positive', 'cardio', 'session', 'today', '!']","['positive', 'cardio', 'session', 'today', '!']",Positive,1,0,Positive
784,i great my nutrition session today! It really made a difference in my push-up!,"['great', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'push-up', '!']","['great', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'push-up', '!']",Positive,1,0,Positive
785,today was the disappointing day for my hydration. I feel so horrible about it.,"['today', 'disappointing', 'day', 'hydration', '.', 'feel', 'horrible', '.']","['today', 'disappointing', 'day', 'hydration', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
786,today was the disappointing day for my cycling. I feel so negative about it.,"['today', 'disappointing', 'day', 'cycling', '.', 'feel', 'negative', '.']","['today', 'disappointing', 'day', 'cycling', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
787,today was the disappointing day for my gym. I feel so disappointing about it.,"['today', 'disappointing', 'day', 'gym', '.', 'feel', 'disappointing', '.']","['today', 'disappointing', 'day', 'gym', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
788,i amazing my resistance training session today! It really made a difference in my exercise!,"['amazing', 'resistance', 'training', 'session', 'today', '!', 'really', 'made', 'difference', 'exercise', '!']","['amazing', 'resistance', 'training', 'session', 'today', '!', 'really', 'made', 'difference', 'exercise', '!']",Positive,1,0,Positive
789,today was the bad day for my sugar-free. I feel so worst about it.,"['today', 'bad', 'day', 'sugar-free', '.', 'feel', 'worst', '.']","['today', 'bad', 'day', 'sugar-free', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
790,today was the worst day for my dietary restrictions. I feel so sad about it.,"['today', 'worst', 'day', 'dietary', 'restrictions', '.', 'feel', 'sad', '.']","['today', 'worst', 'day', 'dietary', 'restrictions', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
791,i great my water intake session today! It really made a difference in my muscle!,"['great', 'water', 'intake', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', '!']","['great', 'water', 'intake', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', '!']",Positive,1,0,Positive
792,i fantastic my fitness goals session today!,"['fantastic', 'fitness', 'goals', 'session', 'today', '!']","['fantastic', 'fitness', 'goals', 'session', 'today', '!']",Positive,1,0,Positive
793,today was the worst day for my healthy snacks. I feel so bad about it.,"['today', 'worst', 'day', 'healthy', 'snacks', '.', 'feel', 'bad', '.']","['today', 'worst', 'day', 'healthy', 'snacks', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
794,today was the poor day for my training. I feel so bad about it.,"['today', 'poor', 'day', 'training', '.', 'feel', 'bad', '.']","['today', 'poor', 'day', 'training', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
795,today was the sad day for my macronutrients. I feel so negative about it.,"['today', 'sad', 'day', 'macronutrients', '.', 'feel', 'negative', '.']","['today', 'sad', 'day', 'macronutrients', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
796,i amazing my calisthenics session today!,"['amazing', 'calisthenics', 'session', 'today', '!']","['amazing', 'calisthenics', 'session', 'today', '!']",Positive,1,0,Positive
797,i positive my wellness session today! It really made a difference in my training!,"['positive', 'wellness', 'session', 'today', '!', 'really', 'made', 'difference', 'training', '!']","['positive', 'wellness', 'session', 'today', '!', 'really', 'made', 'difference', 'training', '!']",Positive,1,0,Positive
798,i positive my cycling session today!,"['positive', 'cycling', 'session', 'today', '!']","['positive', 'cycling', 'session', 'today', '!']",Positive,1,0,Positive
799,i happy my recovery session today!,"['happy', 'recovery', 'session', 'today', '!']","['happy', 'recovery', 'session', 'today', '!']",Positive,1,0,Positive
800,today was the worst day for my organic. I feel so bad about it.,"['today', 'worst', 'day', 'organic', '.', 'feel', 'bad', '.']","['today', 'worst', 'day', 'organic', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
801,i great my resistance training session today!,"['great', 'resistance', 'training', 'session', 'today', '!']","['great', 'resistance', 'training', 'session', 'today', '!']",Positive,1,0,Positive
802,i positive my fats session today!,"['positive', 'fats', 'session', 'today', '!']","['positive', 'fats', 'session', 'today', '!']",Positive,1,0,Positive
803,i happy my nutrient-dense session today! It really made a difference in my squat!,"['happy', 'nutrient-dense', 'session', 'today', '!', 'really', 'made', 'difference', 'squat', '!']","['happy', 'nutrient-dense', 'session', 'today', '!', 'really', 'made', 'difference', 'squat', '!']",Positive,1,0,Positive
804,today was the hate day for my sports. I feel so horrible about it.,"['today', 'hate', 'day', 'sports', '.', 'feel', 'horrible', '.']","['today', 'hate', 'day', 'sports', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
805,today was the poor day for my calorie deficit. I feel so sad about it.,"['today', 'poor', 'day', 'calorie', 'deficit', '.', 'feel', 'sad', '.']","['today', 'poor', 'day', 'calorie', 'deficit', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
806,i positive my bodyweight exercises session today!,"['positive', 'bodyweight', 'exercises', 'session', 'today', '!']","['positive', 'bodyweight', 'exercises', 'session', 'today', '!']",Positive,1,0,Positive
807,today was the poor day for my hydration. I feel so horrible about it.,"['today', 'poor', 'day', 'hydration', '.', 'feel', 'horrible', '.']","['today', 'poor', 'day', 'hydration', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
808,today was the poor day for my food pyramid. I feel so disappointing about it.,"['today', 'poor', 'day', 'food', 'pyramid', '.', 'feel', 'disappointing', '.']","['today', 'poor', 'day', 'food', 'pyramid', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
809,i positive my aerobics session today!,"['positive', 'aerobics', 'session', 'today', '!']","['positive', 'aerobics', 'session', 'today', '!']",Positive,1,0,Positive
810,today was the hate day for my fitness journey. I feel so disappointing about it.,"['today', 'hate', 'day', 'fitness', 'journey', '.', 'feel', 'disappointing', '.']","['today', 'hate', 'day', 'fitness', 'journey', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
811,today was the hate day for my whole foods. I feel so negative about it.,"['today', 'hate', 'day', 'whole', 'foods', '.', 'feel', 'negative', '.']","['today', 'hate', 'day', 'whole', 'foods', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
812,today was the horrible day for my health. I feel so negative about it.,"['today', 'horrible', 'day', 'health', '.', 'feel', 'negative', '.']","['today', 'horrible', 'day', 'health', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
813,i love my running session today!,"['love', 'running', 'session', 'today', '!']","['love', 'running', 'session', 'today', '!']",Positive,1,0,Positive
814,i happy my flexibility session today! It really made a difference in my strength!,"['happy', 'flexibility', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']","['happy', 'flexibility', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']",Positive,1,0,Positive
815,i great my cycling session today! It really made a difference in my plank!,"['great', 'cycling', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']","['great', 'cycling', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']",Positive,1,0,Positive
816,i love my fitness session today!,"['love', 'fitness', 'session', 'today', '!']","['love', 'fitness', 'session', 'today', '!']",Positive,1,0,Positive
817,i great my carbohydrates session today!,"['great', 'carbohydrates', 'session', 'today', '!']","['great', 'carbohydrates', 'session', 'today', '!']",Positive,1,0,Positive
818,today was the sad day for my calorie surplus. I feel so worst about it.,"['today', 'sad', 'day', 'calorie', 'surplus', '.', 'feel', 'worst', '.']","['today', 'sad', 'day', 'calorie', 'surplus', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
819,i fantastic my healthy snacks session today! It really made a difference in my training!,"['fantastic', 'healthy', 'snacks', 'session', 'today', '!', 'really', 'made', 'difference', 'training', '!']","['fantastic', 'healthy', 'snacks', 'session', 'today', '!', 'really', 'made', 'difference', 'training', '!']",Positive,1,0,Positive
820,today was the sad day for my nutrition labels. I feel so sad about it.,"['today', 'sad', 'day', 'nutrition', 'labels', '.', 'feel', 'sad', '.']","['today', 'sad', 'day', 'nutrition', 'labels', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
821,today was the poor day for my exercise. I feel so horrible about it.,"['today', 'poor', 'day', 'exercise', '.', 'feel', 'horrible', '.']","['today', 'poor', 'day', 'exercise', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
822,i amazing my water intake session today!,"['amazing', 'water', 'intake', 'session', 'today', '!']","['amazing', 'water', 'intake', 'session', 'today', '!']",Positive,1,0,Positive
823,today was the bad day for my intermittent fasting. I feel so hate about it.,"['today', 'bad', 'day', 'intermittent', 'fasting', '.', 'feel', 'hate', '.']","['today', 'bad', 'day', 'intermittent', 'fasting', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
824,i excellent my recovery session today! It really made a difference in my training!,"['excellent', 'recovery', 'session', 'today', '!', 'really', 'made', 'difference', 'training', '!']","['excellent', 'recovery', 'session', 'today', '!', 'really', 'made', 'difference', 'training', '!']",Positive,1,0,Positive
825,today was the negative day for my training. I feel so disappointing about it.,"['today', 'negative', 'day', 'training', '.', 'feel', 'disappointing', '.']","['today', 'negative', 'day', 'training', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
826,i love my stretching session today! It really made a difference in my healthy lifestyle!,"['love', 'stretching', 'session', 'today', '!', 'really', 'made', 'difference', 'healthy', 'lifestyle', '!']","['love', 'stretching', 'session', 'today', '!', 'really', 'made', 'difference', 'healthy', 'lifestyle', '!']",Positive,1,0,Positive
827,today was the hate day for my keto. I feel so negative about it.,"['today', 'hate', 'day', 'keto', '.', 'feel', 'negative', '.']","['today', 'hate', 'day', 'keto', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
828,i happy my performance session today! It really made a difference in my yoga!,"['happy', 'performance', 'session', 'today', '!', 'really', 'made', 'difference', 'yoga', '!']","['happy', 'performance', 'session', 'today', '!', 'really', 'made', 'difference', 'yoga', '!']",Positive,1,0,Positive
829,today was the hate day for my balanced diet. I feel so horrible about it.,"['today', 'hate', 'day', 'balanced', 'diet', '.', 'feel', 'horrible', '.']","['today', 'hate', 'day', 'balanced', 'diet', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
830,today was the poor day for my weightlifting. I feel so horrible about it.,"['today', 'poor', 'day', 'weightlifting', '.', 'feel', 'horrible', '.']","['today', 'poor', 'day', 'weightlifting', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
831,i amazing my core session today! It really made a difference in my cycling!,"['amazing', 'core', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']","['amazing', 'core', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']",Positive,1,0,Positive
832,today was the worst day for my vitamins. I feel so worst about it.,"['today', 'worst', 'day', 'vitamins', '.', 'feel', 'worst', '.']","['today', 'worst', 'day', 'vitamins', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
833,i excellent my nutrition session today! It really made a difference in my bodybuilding!,"['excellent', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'bodybuilding', '!']","['excellent', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'bodybuilding', '!']",Positive,1,0,Positive
834,i fantastic my bodybuilding session today!,"['fantastic', 'bodybuilding', 'session', 'today', '!']","['fantastic', 'bodybuilding', 'session', 'today', '!']",Positive,1,0,Positive
835,today was the disappointing day for my dietary restrictions. I feel so worst about it.,"['today', 'disappointing', 'day', 'dietary', 'restrictions', '.', 'feel', 'worst', '.']","['today', 'disappointing', 'day', 'dietary', 'restrictions', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
836,today was the poor day for my high-protein. I feel so negative about it.,"['today', 'poor', 'day', 'high-protein', '.', 'feel', 'negative', '.']","['today', 'poor', 'day', 'high-protein', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
837,i positive my meal plan session today! It really made a difference in my active lifestyle!,"['positive', 'meal', 'plan', 'session', 'today', '!', 'really', 'made', 'difference', 'active', 'lifestyle', '!']","['positive', 'meal', 'plan', 'session', 'today', '!', 'really', 'made', 'difference', 'active', 'lifestyle', '!']",Positive,1,0,Positive
838,i happy my calorie deficit session today! It really made a difference in my pilates!,"['happy', 'calorie', 'deficit', 'session', 'today', '!', 'really', 'made', 'difference', 'pilates', '!']","['happy', 'calorie', 'deficit', 'session', 'today', '!', 'really', 'made', 'difference', 'pilates', '!']",Positive,1,0,Positive
839,i positive my bodybuilding session today! It really made a difference in my push-up!,"['positive', 'bodybuilding', 'session', 'today', '!', 'really', 'made', 'difference', 'push-up', '!']","['positive', 'bodybuilding', 'session', 'today', '!', 'really', 'made', 'difference', 'push-up', '!']",Positive,1,0,Positive
840,i positive my carbohydrates session today!,"['positive', 'carbohydrates', 'session', 'today', '!']","['positive', 'carbohydrates', 'session', 'today', '!']",Positive,1,0,Positive
841,i positive my vegetarian session today! It really made a difference in my deadlift!,"['positive', 'vegetarian', 'session', 'today', '!', 'really', 'made', 'difference', 'deadlift', '!']","['positive', 'vegetarian', 'session', 'today', '!', 'really', 'made', 'difference', 'deadlift', '!']",Positive,1,0,Positive
842,today was the negative day for my vitamins. I feel so horrible about it.,"['today', 'negative', 'day', 'vitamins', '.', 'feel', 'horrible', '.']","['today', 'negative', 'day', 'vitamins', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
843,today was the poor day for my performance. I feel so sad about it.,"['today', 'poor', 'day', 'performance', '.', 'feel', 'sad', '.']","['today', 'poor', 'day', 'performance', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
844,i fantastic my bodybuilding session today! It really made a difference in my burpees!,"['fantastic', 'bodybuilding', 'session', 'today', '!', 'really', 'made', 'difference', 'burpees', '!']","['fantastic', 'bodybuilding', 'session', 'today', '!', 'really', 'made', 'difference', 'burpees', '!']",Positive,1,0,Positive
845,today was the worst day for my squat. I feel so negative about it.,"['today', 'worst', 'day', 'squat', '.', 'feel', 'negative', '.']","['today', 'worst', 'day', 'squat', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
846,today was the worst day for my minerals. I feel so sad about it.,"['today', 'worst', 'day', 'minerals', '.', 'feel', 'sad', '.']","['today', 'worst', 'day', 'minerals', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
847,today was the horrible day for my gluten-free. I feel so poor about it.,"['today', 'horrible', 'day', 'gluten-free', '.', 'feel', 'poor', '.']","['today', 'horrible', 'day', 'gluten-free', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
848,today was the worst day for my muscle gain. I feel so worst about it.,"['today', 'worst', 'day', 'muscle', 'gain', '.', 'feel', 'worst', '.']","['today', 'worst', 'day', 'muscle', 'gain', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
849,today was the hate day for my minerals. I feel so worst about it.,"['today', 'hate', 'day', 'minerals', '.', 'feel', 'worst', '.']","['today', 'hate', 'day', 'minerals', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
850,today was the bad day for my aerobics. I feel so worst about it.,"['today', 'bad', 'day', 'aerobics', '.', 'feel', 'worst', '.']","['today', 'bad', 'day', 'aerobics', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
851,today was the poor day for my fiber. I feel so horrible about it.,"['today', 'poor', 'day', 'fiber', '.', 'feel', 'horrible', '.']","['today', 'poor', 'day', 'fiber', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
852,today was the hate day for my superfoods. I feel so horrible about it.,"['today', 'hate', 'day', 'superfoods', '.', 'feel', 'horrible', '.']","['today', 'hate', 'day', 'superfoods', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
853,today was the hate day for my fit. I feel so disappointing about it.,"['today', 'hate', 'day', 'fit', '.', 'feel', 'disappointing', '.']","['today', 'hate', 'day', 'fit', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
854,today was the sad day for my dietary restrictions. I feel so disappointing about it.,"['today', 'sad', 'day', 'dietary', 'restrictions', '.', 'feel', 'disappointing', '.']","['today', 'sad', 'day', 'dietary', 'restrictions', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
855,i excellent my low-sodium session today!,"['excellent', 'low-sodium', 'session', 'today', '!']","['excellent', 'low-sodium', 'session', 'today', '!']",Positive,1,0,Positive
856,i love my fiber session today!,"['love', 'fiber', 'session', 'today', '!']","['love', 'fiber', 'session', 'today', '!']",Positive,1,0,Positive
857,today was the bad day for my processed foods. I feel so poor about it.,"['today', 'bad', 'day', 'processed', 'foods', '.', 'feel', 'poor', '.']","['today', 'bad', 'day', 'processed', 'foods', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
858,i positive my pilates session today! It really made a difference in my fitness goals!,"['positive', 'pilates', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'goals', '!']","['positive', 'pilates', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'goals', '!']",Positive,1,0,Positive
859,today was the negative day for my pilates. I feel so disappointing about it.,"['today', 'negative', 'day', 'pilates', '.', 'feel', 'disappointing', '.']","['today', 'negative', 'day', 'pilates', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
860,today was the negative day for my vegan. I feel so poor about it.,"['today', 'negative', 'day', 'vegan', '.', 'feel', 'poor', '.']","['today', 'negative', 'day', 'vegan', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
861,i love my weightlifting session today!,"['love', 'weightlifting', 'session', 'today', '!']","['love', 'weightlifting', 'session', 'today', '!']",Positive,1,0,Positive
862,today was the bad day for my gym. I feel so hate about it.,"['today', 'bad', 'day', 'gym', '.', 'feel', 'hate', '.']","['today', 'bad', 'day', 'gym', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
863,i excellent my nutrition labels session today! It really made a difference in my flexibility!,"['excellent', 'nutrition', 'labels', 'session', 'today', '!', 'really', 'made', 'difference', 'flexibility', '!']","['excellent', 'nutrition', 'labels', 'session', 'today', '!', 'really', 'made', 'difference', 'flexibility', '!']",Positive,1,0,Positive
864,i positive my organic session today! It really made a difference in my active lifestyle!,"['positive', 'organic', 'session', 'today', '!', 'really', 'made', 'difference', 'active', 'lifestyle', '!']","['positive', 'organic', 'session', 'today', '!', 'really', 'made', 'difference', 'active', 'lifestyle', '!']",Positive,1,0,Positive
865,i positive my weight loss session today! It really made a difference in my muscle!,"['positive', 'weight', 'loss', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', '!']","['positive', 'weight', 'loss', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', '!']",Positive,1,0,Positive
866,today was the horrible day for my fiber. I feel so disappointing about it.,"['today', 'horrible', 'day', 'fiber', '.', 'feel', 'disappointing', '.']","['today', 'horrible', 'day', 'fiber', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
867,today was the disappointing day for my exercise. I feel so disappointing about it.,"['today', 'disappointing', 'day', 'exercise', '.', 'feel', 'disappointing', '.']","['today', 'disappointing', 'day', 'exercise', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
868,today was the hate day for my healthy lifestyle. I feel so horrible about it.,"['today', 'hate', 'day', 'healthy', 'lifestyle', '.', 'feel', 'horrible', '.']","['today', 'hate', 'day', 'healthy', 'lifestyle', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
869,today was the sad day for my weight loss. I feel so horrible about it.,"['today', 'sad', 'day', 'weight', 'loss', '.', 'feel', 'horrible', '.']","['today', 'sad', 'day', 'weight', 'loss', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
870,i amazing my push-up session today!,"['amazing', 'push-up', 'session', 'today', '!']","['amazing', 'push-up', 'session', 'today', '!']",Positive,1,0,Positive
871,today was the hate day for my stretching. I feel so worst about it.,"['today', 'hate', 'day', 'stretching', '.', 'feel', 'worst', '.']","['today', 'hate', 'day', 'stretching', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
